document_title	paragraph_index	paragraph_context
Molotov%E2%80%93Ribbentrop_Pact	1	Of the territories of Poland annexed by the Soviet Union between 1939 and 1940, the region around Białystok and a minor part of Galicia east of the San river around Przemyśl were returned to the Polish state at the end of World War II. Of all other territories annexed by the USSR in 1939–40, the ones detached from Finland (Karelia, Petsamo), Estonia (Ingrian area and Petseri County) and Latvia (Abrene) remained part of the Russian Federation, the successor state of the Soviet Union, after 1991. Northern Bukovina, Southern Bessarabia and Hertza remain part of Ukraine.
Molotov%E2%80%93Ribbentrop_Pact	2	The outcome of the First World War was disastrous for both the German Reich and the Russian Soviet Federative Socialist Republic. During the war, the Bolsheviks struggled for survival, and Vladimir Lenin recognised the independence of Finland, Estonia, Latvia, Lithuania and Poland. Moreover, facing a German military advance, Lenin and Trotsky were forced to enter into the Treaty of Brest-Litovsk, which ceded massive western Russian territories to the German Empire. After Germany's collapse, a multinational Allied-led army intervened in the Russian Civil War (1917–22).
Molotov%E2%80%93Ribbentrop_Pact	3	"At the beginning of the 1930s, the Nazi Party's rise to power increased tensions between Germany and the Soviet Union along with other countries with ethnic Slavs, who were considered ""Untermenschen"" (inferior) according to Nazi racial ideology. Moreover, the anti-Semitic Nazis associated ethnic Jews with both communism and financial capitalism, both of which they opposed. Consequently, Nazi theory held that Slavs in the Soviet Union were being ruled by ""Jewish Bolshevik"" masters. In 1934, Hitler himself had spoken of an inescapable battle against both Pan-Slavism and Neo-Slavism, the victory in which would lead to ""permanent mastery of the world"", though he stated that they would ""walk part of the road with the Russians, if that will help us."" The resulting manifestation of German anti-Bolshevism and an increase in Soviet foreign debts caused German–Soviet trade to dramatically decline.[b] Imports of Soviet goods to Germany fell to 223 million Reichsmarks in 1934 as the more isolationist Stalinist regime asserted power and the abandonment of post–World War I Treaty of Versailles military controls decreased Germany's reliance on Soviet imports.[clarification needed]"
Molotov%E2%80%93Ribbentrop_Pact	4	Hitler's fierce anti-Soviet rhetoric was one of the reasons why the UK and France decided that Soviet participation in the 1938 Munich Conference regarding Czechoslovakia would be both dangerous and useless. The Munich Agreement that followed marked a partial German annexation of Czechoslovakia in late 1938 followed by its complete dissolution in March 1939, which as part of the appeasement of Germany conducted by Chamberlain's and Daladier's cabinets. This policy immediately raised the question of whether the Soviet Union could avoid being next on Hitler's list. The Soviet leadership believed that the West wanted to encourage German aggression in the East and that France and Britain might stay neutral in a war initiated by Germany, hoping that the warring states would wear each other out and put an end to both the Soviet Union and Nazi Germany.
Molotov%E2%80%93Ribbentrop_Pact	5	For Germany, because an autarkic economic approach or an alliance with Britain were impossible, closer relations with the Soviet Union to obtain raw materials became necessary, if not just for economic reasons alone. Moreover, an expected British blockade in the event of war would create massive shortages for Germany in a number of key raw materials. After the Munich agreement, the resulting increase in German military supply needs and Soviet demands for military machinery, talks between the two countries occurred from late 1938 to March 1939. The third Soviet Five Year Plan required new infusions of technology and industrial equipment.[clarification needed] German war planners had estimated serious shortfalls of raw materials if Germany entered a war without Soviet supply.
Molotov%E2%80%93Ribbentrop_Pact	6	"The Soviet Union, which feared Western powers and the possibility of ""capitalist encirclements"", had little faith either that war could be avoided, or faith in the Polish army, and wanted nothing less than an ironclad military alliance with France and Britain that would provide a guaranteed support for a two-pronged attack on Germany; thus, Stalin's adherence to the collective security line was purely conditional. Britain and France believed that war could still be avoided, and that the Soviet Union, weakened by the Great Purge, could not be a main military participant, a point that many military sources were at variance with, especially Soviet victories over the Japanese Kwantung army on the Manchurian frontier. France was more anxious to find an agreement with the USSR than was Britain; as a continental power, it was more willing to make concessions, more fearful of the dangers of an agreement between the USSR and Germany. These contrasting attitudes partly explain why the USSR has often been charged with playing a double game in 1939: carrying on open negotiations for an alliance with Britain and France while secretly considering propositions from Germany."
Molotov%E2%80%93Ribbentrop_Pact	7	"By the end of May, drafts were formally presented. In mid-June, the main Tripartite negotiations started. The discussion was focused on potential guarantees to central and east European countries should a German aggression arise. The USSR proposed to consider that a political turn towards Germany by the Baltic states would constitute an ""indirect aggression"" towards the Soviet Union. Britain opposed such proposals, because they feared the Soviets' proposed language could justify a Soviet intervention in Finland and the Baltic states, or push those countries to seek closer relations with Germany. The discussion about a definition of ""indirect aggression"" became one of the sticking points between the parties, and by mid-July, the tripartite political negotiations effectively stalled, while the parties agreed to start negotiations on a military agreement, which the Soviets insisted must be entered into simultaneously with any political agreement."
Molotov%E2%80%93Ribbentrop_Pact	8	From April–July, Soviet and German officials made statements regarding the potential for the beginning of political negotiations, while no actual negotiations took place during that time period. The ensuing discussion of a potential political deal between Germany and the Soviet Union had to be channeled into the framework of economic negotiations between the two countries, because close military and diplomatic connections, as was the case before the mid-1930s, had afterward been largely severed. In May, Stalin replaced his Foreign Minister Maxim Litvinov, who was regarded as pro-western and who was also Jewish, with Vyacheslav Molotov, allowing the Soviet Union more latitude in discussions with more parties, not only with Britain and France.
Molotov%E2%80%93Ribbentrop_Pact	9	At the same time, British, French, and Soviet negotiators scheduled three-party talks on military matters to occur in Moscow in August 1939, aiming to define what the agreement would specify should be the reaction of the three powers to a German attack. The tripartite military talks, started in mid-August, hit a sticking point regarding the passage of Soviet troops through Poland if Germans attacked, and the parties waited as British and French officials overseas pressured Polish officials to agree to such terms. Polish officials refused to allow Soviet troops into Polish territory if Germany attacked; as Polish foreign minister Józef Beck pointed out, they feared that once the Red Army entered their territories, it might never leave.
Molotov%E2%80%93Ribbentrop_Pact	10	On August 19, the 1939 German–Soviet Commercial Agreement was finally signed. On 21 August, the Soviets suspended Tripartite military talks, citing other reasons. That same day, Stalin received assurance that Germany would approve secret protocols to the proposed non-aggression pact that would place half of Poland (border along the Vistula river), Latvia, Estonia, Finland, and Bessarabia in the Soviets' sphere of influence. That night, Stalin replied that the Soviets were willing to sign the pact and that he would receive Ribbentrop on 23 August.
Molotov%E2%80%93Ribbentrop_Pact	11	"On 22 August, one day after the talks broke down with France and Britain, Moscow revealed that Ribbentrop would visit Stalin the next day. This happened while the Soviets were still negotiating with the British and French missions in Moscow. With the Western nations unwilling to accede to Soviet demands, Stalin instead entered a secret Nazi–Soviet pact. On 24 August a 10-year non-aggression pact was signed with provisions that included: consultation, arbitration if either party disagreed, neutrality if either went to war against a third power, no membership of a group ""which is directly or indirectly aimed at the other""."
Molotov%E2%80%93Ribbentrop_Pact	12	"Most notably, there was also a secret protocol to the pact, revealed only after Germany's defeat in 1945, although hints about its provisions were leaked much earlier, e.g., to influence Lithuania. According to said protocol Romania, Poland, Lithuania, Latvia, Estonia and Finland were divided into German and Soviet ""spheres of influence"". In the north, Finland, Estonia and Latvia were assigned to the Soviet sphere. Poland was to be partitioned in the event of its ""political rearrangement""—the areas east of the Pisa, Narev, Vistula and San rivers going to the Soviet Union while Germany would occupy the west. Lithuania, adjacent to East Prussia, would be in the German sphere of influence, although a second secret protocol agreed to in September 1939 reassigned the majority of Lithuania to the USSR. According to the secret protocol, Lithuania would be granted the city of Vilnius – its historical capital, which was under Polish control during the inter-war period. Another clause of the treaty was that Germany would not interfere with the Soviet Union's actions towards Bessarabia, then part of Romania; as the result, Bessarabia was joined to the Moldovan ASSR, and become the Moldovan SSR under control of Moscow."
Molotov%E2%80%93Ribbentrop_Pact	13	"On 24 August, Pravda and Izvestia carried news of the non-secret portions of the Pact, complete with the now infamous front-page picture of Molotov signing the treaty, with a smiling Stalin looking on. The news was met with utter shock and surprise by government leaders and media worldwide, most of whom were aware only of the British–French–Soviet negotiations that had taken place for months. The Molotov–Ribbentrop Pact was received with shock by Nazi Germany's allies, notably Japan, by the Comintern and foreign communist parties, and by Jewish communities all around the world. So, that day, German diplomat Hans von Herwarth, whose grandmother was Jewish, informed Guido Relli, an Italian diplomat, and American chargé d'affaires Charles Bohlen on the secret protocol regarding vital interests in the countries' allotted ""spheres of influence"", without revealing the annexation rights for ""territorial and political rearrangement""."
Molotov%E2%80%93Ribbentrop_Pact	14	"Soviet propaganda and representatives went to great lengths to minimize the importance of the fact that they had opposed and fought against the Nazis in various ways for a decade prior to signing the Pact. Upon signing the pact, Molotov tried to reassure the Germans of his good intentions by commenting to journalists that ""fascism is a matter of taste"". For its part, Nazi Germany also did a public volte-face regarding its virulent opposition to the Soviet Union, though Hitler still viewed an attack on the Soviet Union as ""inevitable"".[citation needed]"
Molotov%E2%80%93Ribbentrop_Pact	15	"The day after the Pact was signed, the French and British military negotiation delegation urgently requested a meeting with Soviet military negotiator Kliment Voroshilov. On August 25, Voroshilov told them ""[i]n view of the changed political situation, no useful purpose can be served in continuing the conversation."" That day, Hitler told the British ambassador to Berlin that the pact with the Soviets prevented Germany from facing a two front war, changing the strategic situation from that in World War I, and that Britain should accept his demands regarding Poland."
Molotov%E2%80%93Ribbentrop_Pact	16	"On 1 September, Germany invaded Poland from the west. Within the first few days of the invasion, Germany began conducting massacres of Polish and Jewish civilians and POWs. These executions took place in over 30 towns and villages in the first month of German occupation. The Luftwaffe also took part by strafing fleeing civilian refugees on roads and carrying out a bombing campaign. The Soviet Union assisted German air forces by allowing them to use signals broadcast by the Soviet radio station at Minsk allegedly ""for urgent aeronautical experiments""."
Molotov%E2%80%93Ribbentrop_Pact	17	"On 21 September, the Soviets and Germans signed a formal agreement coordinating military movements in Poland, including the ""purging"" of saboteurs. A joint German–Soviet parade was held in Lvov and Brest-Litovsk, while the countries commanders met in the latter location. Stalin had decided in August that he was going to liquidate the Polish state, and a German–Soviet meeting in September addressed the future structure of the ""Polish region"". Soviet authorities immediately started a campaign of Sovietization of the newly acquired areas. The Soviets organized staged elections, the result of which was to become a legitimization of Soviet annexation of eastern Poland."
Molotov%E2%80%93Ribbentrop_Pact	18	"Eleven days after the Soviet invasion of the Polish Kresy, the secret protocol of the Molotov–Ribbentrop Pact was modified by the German–Soviet Treaty of Friendship, Cooperation and Demarcation,) allotting Germany a larger part of Poland and transferring Lithuania's territory (with the exception of left bank of river Scheschupe, the ""Lithuanian Strip"") from the envisioned German sphere to the Soviets. On 28 September 1939, the Soviet Union and German Reich issued a joint declaration in which they declared:"
Molotov%E2%80%93Ribbentrop_Pact	19	"After the Baltic states were forced to accept treaties, Stalin turned his sights on Finland, confident that Finnish capitulation could be attained without great effort. The Soviets demanded territories on the Karelian Isthmus, the islands of the Gulf of Finland and a military base near the Finnish capital Helsinki, which Finland rejected. The Soviets staged the shelling of Mainila and used it as a pretext to withdraw from the non-aggression pact. The Red Army attacked in November 1939. Simultaneously, Stalin set up a puppet government in the Finnish Democratic Republic.[clarification needed] The leader of the Leningrad Military District Andrei Zhdanov commissioned a celebratory piece from Dmitri Shostakovich, entitled ""Suite on Finnish Themes"" to be performed as the marching bands of the Red Army would be parading through Helsinki. After Finnish defenses surprisingly held out for over three months while inflicting stiff losses on Soviet forces, the Soviets settled for an interim peace. Finland ceded southeastern areas of Karelia (10% of Finnish territory), which resulted in approximately 422,000 Karelians (12% of Finland's population) losing their homes. Soviet official casualty counts in the war exceeded 200,000, although Soviet Premier Nikita Khrushchev later claimed the casualties may have been one million."
Molotov%E2%80%93Ribbentrop_Pact	20	In mid-June 1940, when international attention was focused on the German invasion of France, Soviet NKVD troops raided border posts in Lithuania, Estonia and Latvia. State administrations were liquidated and replaced by Soviet cadres, in which 34,250 Latvians, 75,000 Lithuanians and almost 60,000 Estonians were deported or killed. Elections were held with single pro-Soviet candidates listed for many positions, with resulting peoples assemblies immediately requesting admission into the USSR, which was granted by the Soviet Union. The USSR annexed the whole of Lithuania, including the Scheschupe area, which was to be given to Germany.
Molotov%E2%80%93Ribbentrop_Pact	21	Finally, on 26 June, four days after France sued for an armistice with the Third Reich, the Soviet Union issued an ultimatum demanding Bessarabia and, unexpectedly, Northern Bukovina from Romania. Two days later, the Romanians caved to the Soviet demands and the Soviets occupied the territory. The Hertza region was initially not requested by the USSR but was later occupied by force after the Romanians agreed to the initial Soviet demands. The subsequent waves of deportations began in Bessarabia and Northern Bukovina.
Molotov%E2%80%93Ribbentrop_Pact	22	Elimination of Polish elites and intelligentia was part of Generalplan Ost. The Intelligenzaktion, a plan to eliminate the Polish intelligentsia, Poland's 'leadership class', took place soon after the German invasion of Poland, lasting from fall of 1939 till spring of 1940. As the result of this operation in 10 regional actions about 60,000 Polish nobles, teachers, social workers, priests, judges and political activists were killed. It was continued in May 1940 when Germany launched AB-Aktion, More than 16,000 members of the intelligentsia were murdered in Operation Tannenberg alone.
Molotov%E2%80%93Ribbentrop_Pact	23	Although Germany used forced labourers in most occupied countries, Poles and other Slavs were viewed as inferior by Nazi propaganda, thus, better suited for such duties. Between 1 and 2.5 million Polish citizens were transported to the Reich for forced labour, against their will. All Polish males were required to perform forced labour. While ethnic Poles were subject to selective persecution, all ethnic Jews were targeted by the Reich. In the winter of 1939–40, about 100,000 Jews were thus deported to Poland. They were initially gathered into massive urban ghettos, such as 380,000 held in the Warsaw Ghetto, where large numbers died under the harsh conditions therein, including 43,000 in the Warsaw Ghetto alone. Poles and ethnic Jews were imprisoned in nearly every camp of the extensive concentration camp system in German-occupied Poland and the Reich. In Auschwitz, which began operating on 14 June 1940, 1.1 million people died.
Molotov%E2%80%93Ribbentrop_Pact	24	"On 10 January 1941, Germany and the Soviet Union signed an agreement settling several ongoing issues. Secret protocols in the new agreement modified the ""Secret Additional Protocols"" of the German–Soviet Boundary and Friendship Treaty, ceding the Lithuanian Strip to the Soviet Union in exchange for 7.5 million dollars (31.5 million Reichsmark). The agreement formally set the border between Germany and the Soviet Union between the Igorka river and the Baltic Sea. It also extended trade regulation of the 1940 German–Soviet Commercial Agreement until August 1, 1942, increased deliveries above the levels of year one of that agreement, settled trading rights in the Baltics and Bessarabia, calculated the compensation for German property interests in the Baltic States now occupied by the Soviets and other issues. It also covered the migration to Germany within two and a half months of ethnic Germans and German citizens in Soviet-held Baltic territories, and the migration to the Soviet Union of Baltic and ""White Russian"" ""nationals"" in German-held territories."
Molotov%E2%80%93Ribbentrop_Pact	25	"Before the pact's announcement, Communists in the West denied that such a treaty would be signed. Future member of the Hollywood Ten Herbert Biberman denounced rumors as ""Fascist propaganda"". Earl Browder, head of the Communist Party USA, stated that ""there is as much chance of agreement as of Earl Browder being elected president of the Chamber of Commerce."" Beginning in September 1939, the Soviet Comintern suspended all anti-Nazi and anti-fascist propaganda, explaining that the war in Europe was a matter of capitalist states attacking each other for imperialist purposes. Western Communists acted accordingly; while before they supported protecting collective security, now they denounced Britain and France going to war."
Molotov%E2%80%93Ribbentrop_Pact	26	"When anti-German demonstrations erupted in Prague, Czechoslovakia, the Comintern ordered the Czech Communist Party to employ all of its strength to paralyze ""chauvinist elements."" Moscow soon forced the Communist Parties of France and Great Britain to adopt an anti-war position. On 7 September, Stalin called Georgi Dimitrov,[clarification needed] and the latter sketched a new Comintern line on the war. The new line—which stated that the war was unjust and imperialist—was approved by the secretariat of the Communist International on 9 September. Thus, the various western Communist parties now had to oppose the war, and to vote against war credits. Although the French Communists had unanimously voted in Parliament for war credits on 2 September and on 19 September declared their ""unshakeable will"" to defend the country, on 27 September the Comintern formally instructed the party to condemn the war as imperialist. By 1 October the French Communists advocated listening to German peace proposals, and Communist leader Maurice Thorez deserted from the French Army on 4 October and fled to Russia. Other Communists also deserted from the army."
Molotov%E2%80%93Ribbentrop_Pact	27	"The Communist Party of Germany featured similar attitudes. In Die Welt, a communist newspaper published in Stockholm[e] the exiled communist leader Walter Ulbricht opposed the allies (Britain representing ""the most reactionary force in the world"") and argued: ""The German government declared itself ready for friendly relations with the Soviet Union, whereas the English–French war bloc desires a war against the socialist Soviet Union. The Soviet people and the working people of Germany have an interest in preventing the English war plan."""
Molotov%E2%80%93Ribbentrop_Pact	28	When a joint German–Soviet peace initiative was rejected by Britain and France on 28 September 1939, Soviet foreign policy became critical of the Allies and more pro-German in turn. During the fifth session of the Supreme Soviet on 31 October 1939 Molotov analysed the international situation thus giving the direction for Communist propaganda. According to Molotov Germany had a legitimate interest in regaining its position as a great power and the Allies had started an aggressive war in order to maintain the Versailles system.
Molotov%E2%80%93Ribbentrop_Pact	29	"Molotov declared in his report entitled ""On the Foreign Policy of the Soviet Union"" (31 October 1939) held on the fifth (extraordinary) session of the Supreme Soviet, that the Western ""ruling circles"" disguise their intentions with the pretext of defending democracy against Hitlerism, declaring ""their aim in war with Germany is nothing more, nothing less than extermination of Hitlerism. [...] There is absolutely no justification for this kind of war. The ideology of Hitlerism, just like any other ideological system, can be accepted or rejected, this is a matter of political views. But everyone grasps, that an ideology can not be exterminated by force, must not be finished off with a war."""
Molotov%E2%80%93Ribbentrop_Pact	30	Germany and the Soviet Union entered an intricate trade pact on February 11, 1940, that was over four times larger than the one the two countries had signed in August 1939. The trade pact helped Germany to surmount a British blockade of Germany. In the first year, Germany received one million tons of cereals, half a million tons of wheat, 900,000 tons of oil, 100,000 tons of cotton, 500,000 tons of phosphates and considerable amounts of other vital raw materials, along with the transit of one million tons of soybeans from Manchuria.[citation needed] These and other supplies were being transported through Soviet and occupied Polish territories. The Soviets were to receive a naval cruiser, the plans to the battleship Bismarck, heavy naval guns, other naval gear and thirty of Germany's latest warplanes, including the Me-109 and Me-110 fighters and Ju-88 bomber. The Soviets would also receive oil and electric equipment, locomotives, turbines, generators, diesel engines, ships, machine tools and samples of German artillery, tanks, explosives, chemical-warfare equipment and other items.
Molotov%E2%80%93Ribbentrop_Pact	31	The Soviets also helped Germany to avoid British naval blockades by providing a submarine base, Basis Nord, in the northern Soviet Union near Murmansk. This also provided a refueling and maintenance location, and a takeoff point for raids and attacks on shipping. In addition, the Soviets provided Germany with access to the Northern Sea Route for both cargo ships and raiders (though only the commerce raider Komet used the route before the German invasion), which forced Britain to protect sea lanes in both the Atlantic and the Pacific.
Molotov%E2%80%93Ribbentrop_Pact	32	"The Finnish and Baltic invasions began a deterioration of relations between the Soviets and Germany. Stalin's invasions were a severe irritant to Berlin, as the intent to accomplish these was not communicated to the Germans beforehand, and prompted concern that Stalin was seeking to form an anti-German bloc. Molotov's reassurances to the Germans, and the Germans' mistrust, intensified. On June 16, as the Soviets invaded Lithuania, but before they had invaded Latvia and Estonia, Ribbentrop instructed his staff ""to submit a report as soon as possible as to whether in the Baltic States a tendency to seek support from the Reich can be observed or whether an attempt was made to form a bloc."""
Molotov%E2%80%93Ribbentrop_Pact	33	In August 1940, the Soviet Union briefly suspended its deliveries under their commercial agreement after their relations were strained following disagreement over policy in Romania, the Soviet war with Finland, Germany falling behind in its deliveries of goods under the pact and with Stalin worried that Hitler's war with the West might end quickly after France signed an armistice. The suspension created significant resource problems for Germany. By the end of August, relations improved again as the countries had redrawn the Hungarian and Romanian borders, settled some Bulgarian claims and Stalin was again convinced that Germany would face a long war in the west with Britain's improvement in its air battle with Germany and the execution of an agreement between the United States and Britain regarding destroyers and bases. However, in late August, Germany arranged its own occupation of Romania, targeting oil fields. The move raised tensions with the Soviets, who responded that Germany was supposed to have consulted with the Soviet Union under Article III of the Molotov–Ribbentrop Pact.
Molotov%E2%80%93Ribbentrop_Pact	34	After Germany entered a Tripartite Pact with Japan and Italy, Ribbentrop wrote to Stalin, inviting Molotov to Berlin for negotiations aimed to create a 'continental bloc' of Germany, Italy, Japan and the USSR that would oppose Britain and the USA. Stalin sent Molotov to Berlin to negotiate the terms for the Soviet Union to join the Axis and potentially enjoy the spoils of the pact. After negotiations during November 1940 on where to extend the USSR's sphere of influence, Hitler broke off talks and continued planning for the eventual attempts to invade the Soviet Union.
Molotov%E2%80%93Ribbentrop_Pact	35	In an effort to demonstrate peaceful intentions toward Germany, on 13 April 1941, the Soviets signed a neutrality pact with Axis power Japan. While Stalin had little faith in Japan's commitment to neutrality, he felt that the pact was important for its political symbolism, to reinforce a public affection for Germany. Stalin felt that there was a growing split in German circles about whether Germany should initiate a war with the Soviet Union. Stalin did not know that Hitler had been secretly discussing an invasion of the Soviet Union since summer 1940, and that Hitler had ordered his military in late 1940 to prepare for war in the east regardless of the parties' talks of a potential Soviet entry as a fourth Axis Power.
Molotov%E2%80%93Ribbentrop_Pact	36	Nazi Germany terminated the Molotov–Ribbentrop Pact at 03:15 on 22 June 1941 by launching a massive attack on the Soviet positions in eastern Poland which marked the beginning of the invasion of the Soviet Union known as Operation Barbarossa. Stalin had ignored several warnings that Germany was likely to invade, and ordered no 'full-scale' mobilization of forces although the mobilization was ongoing. After the launch of the invasion, the territories gained by the Soviet Union as a result of the Molotov–Ribbentrop Pact were lost in a matter of weeks. Within six months, the Soviet military had suffered 4.3 million casualties, and Germany had captured three million Soviet prisoners. The lucrative export of Soviet raw materials to Nazi Germany over the course of the Nazi–Soviet economic relations (1934–41) continued uninterrupted until the outbreak of hostilities. The Soviet exports in several key areas enabled Germany to maintain its stocks of rubber and grain from the first day of the invasion until October 1941.
Molotov%E2%80%93Ribbentrop_Pact	37	"The German original of the secret protocols was presumably destroyed in the bombing of Germany, but in late 1943, Ribbentrop had ordered that the most secret records of the German Foreign Office from 1933 on, amounting to some 9,800 pages, be microfilmed. When the various departments of the Foreign Office in Berlin were evacuated to Thuringia at the end of the war, Karl von Loesch, a civil servant who had worked for the chief interpreter Paul Otto Schmidt, was entrusted with these microfilm copies. He eventually received orders to destroy the secret documents but decided to bury the metal container with the microfilms as a personal insurance for his future well-being. In May 1945, von Loesch approached the British Lt. Col. Robert C. Thomson with the request to transmit a personal letter to Duncan Sandys, Churchill's son-in-law. In the letter, von Loesch revealed that he had knowledge of the documents' whereabouts but expected preferential treatment in return. Colonel Thomson and his American counterpart Ralph Collins agreed to transfer von Loesch to Marburg in the American zone if he would produce the microfilms. The microfilms contained a copy of the Non-Aggression Treaty as well as the Secret Protocol. Both documents were discovered as part of the microfilmed records in August 1945 by the State Department employee Wendell B. Blancke, head of a special unit called ""Exploitation German Archives"" (EGA)."
Molotov%E2%80%93Ribbentrop_Pact	38	"The treaty was published in the United States for the first time by the St. Louis Post-Dispatch on May 22, 1946, in Britain by the Manchester Guardian. It was also part of an official State Department publication, Nazi–Soviet Relations 1939–1941, edited by Raymond J. Sontag and James S. Beddie in January 1948. The decision to publish the key documents on German–Soviet relations, including the treaty and protocol, had been taken already in spring 1947. Sontag and Beddie prepared the collection throughout the summer of 1947. In November 1947, President Truman personally approved the publication but it was held back in view of the Foreign Ministers Conference in London scheduled for December. Since negotiations at that conference did not prove constructive from an American point of view, the document edition was sent to press. The documents made headlines worldwide. State Department officials counted it as a success: ""The Soviet Government was caught flat-footed in what was the first effective blow from our side in a clear-cut propaganda war."""
Molotov%E2%80%93Ribbentrop_Pact	39	In response to the publication of the secret protocols and other secret German–Soviet relations documents in the State Department edition Nazi–Soviet Relations (1948), Stalin published Falsifiers of History, which included the claim that, during the Pact's operation, Stalin rejected Hitler's claim to share in a division of the world, without mentioning the Soviet offer to join the Axis. That version persisted, without exception, in historical studies, official accounts, memoirs and textbooks published in the Soviet Union until the Soviet Union's dissolution.
Molotov%E2%80%93Ribbentrop_Pact	40	For decades, it was the official policy of the Soviet Union to deny the existence of the secret protocol to the Soviet–German Pact. At the behest of Mikhail Gorbachev, Alexander Nikolaevich Yakovlev headed a commission investigating the existence of such a protocol. In December 1989, the commission concluded that the protocol had existed and revealed its findings to the Congress of People's Deputies of the Soviet Union. As a result, the Congress passed the declaration confirming the existence of the secret protocols, condemning and denouncing them. Both successor-states of the pact parties have declared the secret protocols to be invalid from the moment they were signed. The Federal Republic of Germany declared this on September 1, 1989 and the Soviet Union on December 24, 1989, following an examination of the microfilmed copy of the German originals.
Molotov%E2%80%93Ribbentrop_Pact	41	"Regarding the timing of German rapprochement, many historians agree that the dismissal of Maxim Litvinov, whose Jewish ethnicity was viewed unfavorably by Nazi Germany, removed an obstacle to negotiations with Germany. Stalin immediately directed Molotov to ""purge the ministry of Jews."" Given Litvinov's prior attempts to create an anti-fascist coalition, association with the doctrine of collective security with France and Britain, and pro-Western orientation by the standards of the Kremlin, his dismissal indicated the existence of a Soviet option of rapprochement with Germany.[f] Likewise, Molotov's appointment served as a signal to Germany that the USSR was open to offers. The dismissal also signaled to France and Britain the existence of a potential negotiation option with Germany. One British official wrote that Litvinov's disappearance also meant the loss of an admirable technician or shock-absorber, while Molotov's ""modus operandi"" was ""more truly Bolshevik than diplomatic or cosmopolitan."" Carr argued that the Soviet Union's replacement of Foreign Minister Litvinov with Molotov on May 3, 1939 indicated not an irrevocable shift towards alignment with Germany, but rather was Stalin's way of engaging in hard bargaining with the British and the French by appointing a proverbial hard man, namely Molotov, to the Foreign Commissariat. Historian Albert Resis stated that the Litvinov dismissal gave the Soviets freedom to pursue faster-paced German negotiations, but that they did not abandon British–French talks. Derek Watson argued that Molotov could get the best deal with Britain and France because he was not encumbered with the baggage of collective security and could negotiate with Germany. Geoffrey Roberts argued that Litvinov's dismissal helped the Soviets with British–French talks, because Litvinov doubted or maybe even opposed such discussions."
Molotov%E2%80%93Ribbentrop_Pact	42	"Edward Hallett Carr, a frequent defender of Soviet policy, stated: ""In return for 'non-intervention' Stalin secured a breathing space of immunity from German attack.""[page needed] According to Carr, the ""bastion"" created by means of the Pact, ""was and could only be, a line of defense against potential German attack.""[page needed] According to Carr, an important advantage was that ""if Soviet Russia had eventually to fight Hitler, the Western Powers would already be involved.""[page needed] However, during the last decades, this view has been disputed. Historian Werner Maser stated that ""the claim that the Soviet Union was at the time threatened by Hitler, as Stalin supposed ... is a legend, to whose creators Stalin himself belonged. In Maser's view, ""neither Germany nor Japan were in a situation [of] invading the USSR even with the least perspective  [sic] of success,"" and this could not have been unknown to Stalin. Carr further stated that, for a long time, the primary motive of Stalin's sudden change of course was assumed to be the fear of German aggressive intentions."
Molotov%E2%80%93Ribbentrop_Pact	43	"Some critics of Stalin's policy, such as the popular writer Viktor Suvorov, claim that Stalin's primary motive for signing the Soviet–German non-aggression treaty was his calculation that such a pact could result in a conflict between the capitalist countries of Western Europe.[citation needed] This idea is supported by Albert L. Weeks.[page needed] Claims by Suvorov that Stalin planned to invade Germany in 1941 are debated by historians with, for example, David Glantz opposing such claims, while Mikhail Meltyukhov supports them.[citation needed] The authors of The Black Book of Communism consider the pact a crime against peace and a ""conspiracy to conduct war of aggression."""
Capacitor	0	A capacitor (originally known as a condenser) is a passive two-terminal electrical component used to store electrical energy temporarily in an electric field. The forms of practical capacitors vary widely, but all contain at least two electrical conductors (plates) separated by a dielectric (i.e. an insulator that can store energy by becoming polarized). The conductors can be thin films, foils or sintered beads of metal or conductive electrolyte, etc. The nonconducting dielectric acts to increase the capacitor's charge capacity. Materials commonly used as dielectrics include glass, ceramic, plastic film, air, vacuum, paper, mica, and oxide layers. Capacitors are widely used as parts of electrical circuits in many common electrical devices. Unlike a resistor, an ideal capacitor does not dissipate energy. Instead, a capacitor stores energy in the form of an electrostatic field between its plates.
Capacitor	1	When there is a potential difference across the conductors (e.g., when a capacitor is attached across a battery), an electric field develops across the dielectric, causing positive charge +Q to collect on one plate and negative charge −Q to collect on the other plate. If a battery has been attached to a capacitor for a sufficient amount of time, no current can flow through the capacitor. However, if a time-varying voltage is applied across the leads of the capacitor, a displacement current can flow.
Capacitor	2	"In October 1745, Ewald Georg von Kleist of Pomerania, Germany, found that charge could be stored by connecting a high-voltage electrostatic generator by a wire to a volume of water in a hand-held glass jar. Von Kleist's hand and the water acted as conductors, and the jar as a dielectric (although details of the mechanism were incorrectly identified at the time). Von Kleist found that touching the wire resulted in a powerful spark, much more painful than that obtained from an electrostatic machine. The following year, the Dutch physicist Pieter van Musschenbroek invented a similar capacitor, which was named the Leyden jar, after the University of Leiden where he worked. He also was impressed by the power of the shock he received, writing, ""I would not take a second shock for the kingdom of France."""
